,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
15466,2020.0,7.0,District of Columbia,All Sexes,55-64 years,16.0,121.0,15.0,10.0,0.0,21.0
15468,2020.0,7.0,District of Columbia,All Sexes,75-84 years,7.0,101.0,11.0,2.0,0.0,13.0
15469,2020.0,7.0,District of Columbia,All Sexes,85 years and over,5.0,92.0,7.0,2.0,0.0,7.0
15505,2020.0,8.0,District of Columbia,All Sexes,Under 1 year,0.0,4.0,0.0,0.0,0.0,0.0
15508,2020.0,8.0,District of Columbia,All Sexes,5-14 years,0.0,8.0,0.0,0.0,0.0,0.0
15509,2020.0,8.0,District of Columbia,All Sexes,15-24 years,0.0,14.0,8.0,0.0,0.0,1.0
15511,2020.0,8.0,District of Columbia,All Sexes,25-34 years,6.0,21.0,1.0,4.0,0.0,2.0
15513,2020.0,8.0,District of Columbia,All Sexes,35-44 years,8.0,43.0,2.0,2.0,0.0,7.0
15515,2020.0,8.0,District of Columbia,All Sexes,45-54 years,3.0,49.0,8.0,5.0,0.0,3.0
15517,2020.0,8.0,District of Columbia,All Sexes,55-64 years,10.0,113.0,14.0,8.0,0.0,15.0
15519,2020.0,8.0,District of Columbia,All Sexes,75-84 years,3.0,85.0,12.0,6.0,0.0,13.0
15520,2020.0,8.0,District of Columbia,All Sexes,85 years and over,2.0,105.0,10.0,4.0,0.0,10.0
15556,2020.0,9.0,District of Columbia,All Sexes,Under 1 year,0.0,10.0,0.0,0.0,0.0,0.0
15559,2020.0,9.0,District of Columbia,All Sexes,5-14 years,0.0,8.0,0.0,0.0,0.0,0.0
15560,2020.0,9.0,District of Columbia,All Sexes,15-24 years,0.0,14.0,7.0,0.0,0.0,8.0
15562,2020.0,9.0,District of Columbia,All Sexes,25-34 years,7.0,22.0,3.0,8.0,0.0,3.0
15564,2020.0,9.0,District of Columbia,All Sexes,35-44 years,0.0,25.0,8.0,0.0,0.0,1.0
15566,2020.0,9.0,District of Columbia,All Sexes,45-54 years,1.0,41.0,8.0,0.0,0.0,5.0
15568,2020.0,9.0,District of Columbia,All Sexes,55-64 years,8.0,92.0,7.0,7.0,0.0,1.0
15570,2020.0,9.0,District of Columbia,All Sexes,75-84 years,5.0,92.0,13.0,3.0,0.0,14.0
15571,2020.0,9.0,District of Columbia,All Sexes,85 years and over,3.0,103.0,10.0,1.0,0.0,11.0
15607,2020.0,10.0,District of Columbia,All Sexes,Under 1 year,0.0,10.0,3.0,0.0,0.0,5.0
15610,2020.0,10.0,District of Columbia,All Sexes,5-14 years,0.0,1.0,0.0,0.0,0.0,0.0
15611,2020.0,10.0,District of Columbia,All Sexes,15-24 years,0.0,2.0,0.0,0.0,0.0,0.0
15613,2020.0,10.0,District of Columbia,All Sexes,25-34 years,0.0,19.0,0.0,0.0,0.0,0.0
15615,2020.0,10.0,District of Columbia,All Sexes,35-44 years,8.0,29.0,5.0,8.0,0.0,2.0
15617,2020.0,10.0,District of Columbia,All Sexes,45-54 years,4.0,43.0,1.0,1.0,0.0,5.0
15619,2020.0,10.0,District of Columbia,All Sexes,55-64 years,6.0,117.0,14.0,6.0,0.0,14.0
15621,2020.0,10.0,District of Columbia,All Sexes,75-84 years,5.0,111.0,10.0,7.0,0.0,11.0
15622,2020.0,10.0,District of Columbia,All Sexes,85 years and over,6.0,106.0,19.0,4.0,0.0,20.0
15658,2020.0,11.0,District of Columbia,All Sexes,Under 1 year,0.0,7.0,0.0,0.0,0.0,0.0
15661,2020.0,11.0,District of Columbia,All Sexes,5-14 years,0.0,0.0,0.0,0.0,0.0,0.0
15662,2020.0,11.0,District of Columbia,All Sexes,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
15664,2020.0,11.0,District of Columbia,All Sexes,25-34 years,3.0,15.0,6.0,0.0,0.0,4.0
15666,2020.0,11.0,District of Columbia,All Sexes,35-44 years,7.0,31.0,3.0,1.0,0.0,7.0
15668,2020.0,11.0,District of Columbia,All Sexes,45-54 years,5.0,42.0,4.0,6.0,0.0,1.0
15670,2020.0,11.0,District of Columbia,All Sexes,55-64 years,14.0,120.0,15.0,11.0,0.0,18.0
15672,2020.0,11.0,District of Columbia,All Sexes,75-84 years,6.0,94.0,14.0,4.0,0.0,16.0
15673,2020.0,11.0,District of Columbia,All Sexes,85 years and over,10.0,103.0,14.0,8.0,0.0,16.0
15709,2020.0,12.0,District of Columbia,All Sexes,Under 1 year,0.0,12.0,0.0,0.0,0.0,0.0
15712,2020.0,12.0,District of Columbia,All Sexes,5-14 years,0.0,5.0,0.0,0.0,0.0,0.0
15713,2020.0,12.0,District of Columbia,All Sexes,15-24 years,0.0,4.0,0.0,0.0,0.0,0.0
15715,2020.0,12.0,District of Columbia,All Sexes,25-34 years,4.0,19.0,6.0,8.0,0.0,1.0
15717,2020.0,12.0,District of Columbia,All Sexes,35-44 years,7.0,29.0,3.0,3.0,0.0,2.0
15719,2020.0,12.0,District of Columbia,All Sexes,45-54 years,12.0,58.0,14.0,12.0,0.0,14.0
15721,2020.0,12.0,District of Columbia,All Sexes,55-64 years,28.0,134.0,34.0,24.0,0.0,38.0
15723,2020.0,12.0,District of Columbia,All Sexes,75-84 years,27.0,161.0,31.0,23.0,0.0,35.0
15724,2020.0,12.0,District of Columbia,All Sexes,85 years and over,29.0,134.0,28.0,24.0,0.0,33.0
15760,2021.0,1.0,District of Columbia,All Sexes,Under 1 year,0.0,10.0,0.0,0.0,0.0,0.0
15763,2021.0,1.0,District of Columbia,All Sexes,5-14 years,0.0,8.0,0.0,0.0,0.0,0.0
15764,2021.0,1.0,District of Columbia,All Sexes,15-24 years,0.0,13.0,0.0,0.0,0.0,0.0
15766,2021.0,1.0,District of Columbia,All Sexes,25-34 years,3.0,23.0,7.0,7.0,0.0,4.0
15768,2021.0,1.0,District of Columbia,All Sexes,35-44 years,2.0,26.0,6.0,4.0,0.0,8.0
15770,2021.0,1.0,District of Columbia,All Sexes,45-54 years,8.0,49.0,2.0,3.0,0.0,10.0
15772,2021.0,1.0,District of Columbia,All Sexes,55-64 years,31.0,140.0,27.0,22.0,0.0,36.0
15774,2021.0,1.0,District of Columbia,All Sexes,75-84 years,42.0,144.0,35.0,29.0,0.0,48.0
15775,2021.0,1.0,District of Columbia,All Sexes,85 years and over,37.0,151.0,26.0,23.0,0.0,40.0
15811,2021.0,2.0,District of Columbia,All Sexes,Under 1 year,0.0,5.0,0.0,0.0,0.0,0.0
15814,2021.0,2.0,District of Columbia,All Sexes,5-14 years,0.0,2.0,0.0,0.0,0.0,0.0
15815,2021.0,2.0,District of Columbia,All Sexes,15-24 years,3.0,10.0,5.0,0.0,0.0,8.0
15817,2021.0,2.0,District of Columbia,All Sexes,25-34 years,0.0,14.0,5.0,0.0,0.0,2.0
15819,2021.0,2.0,District of Columbia,All Sexes,35-44 years,6.0,20.0,4.0,2.0,0.0,4.0
15821,2021.0,2.0,District of Columbia,All Sexes,45-54 years,2.0,33.0,3.0,7.0,0.0,11.0
15823,2021.0,2.0,District of Columbia,All Sexes,55-64 years,22.0,104.0,14.0,13.0,0.0,23.0
15825,2021.0,2.0,District of Columbia,All Sexes,75-84 years,27.0,108.0,23.0,16.0,0.0,34.0
15826,2021.0,2.0,District of Columbia,All Sexes,85 years and over,20.0,105.0,17.0,8.0,0.0,31.0
15862,2021.0,3.0,District of Columbia,All Sexes,Under 1 year,0.0,2.0,0.0,0.0,0.0,0.0
15865,2021.0,3.0,District of Columbia,All Sexes,5-14 years,0.0,7.0,0.0,0.0,0.0,0.0
15866,2021.0,3.0,District of Columbia,All Sexes,15-24 years,0.0,3.0,0.0,0.0,0.0,0.0
15868,2021.0,3.0,District of Columbia,All Sexes,25-34 years,7.0,6.0,3.0,8.0,0.0,7.0
15870,2021.0,3.0,District of Columbia,All Sexes,35-44 years,0.0,13.0,0.0,0.0,0.0,0.0
15872,2021.0,3.0,District of Columbia,All Sexes,45-54 years,5.0,14.0,5.0,2.0,0.0,5.0
15874,2021.0,3.0,District of Columbia,All Sexes,55-64 years,7.0,34.0,2.0,3.0,0.0,6.0
15876,2021.0,3.0,District of Columbia,All Sexes,75-84 years,8.0,45.0,5.0,7.0,0.0,4.0
15877,2021.0,3.0,District of Columbia,All Sexes,85 years and over,7.0,48.0,7.0,5.0,0.0,10.0
15913,2020.0,1.0,Florida,All Sexes,Under 1 year,0.0,128.0,8.0,0.0,6.0,5.0
15916,2020.0,1.0,Florida,All Sexes,5-14 years,0.0,32.0,3.0,0.0,4.0,1.0
15917,2020.0,1.0,Florida,All Sexes,15-24 years,0.0,182.0,1.0,0.0,8.0,5.0
15919,2020.0,1.0,Florida,All Sexes,25-34 years,0.0,350.0,11.0,0.0,8.0,14.0
15921,2020.0,1.0,Florida,All Sexes,35-44 years,0.0,550.0,30.0,0.0,12.0,42.0
15923,2020.0,1.0,Florida,All Sexes,45-54 years,0.0,1022.0,38.0,0.0,19.0,57.0
15925,2020.0,1.0,Florida,All Sexes,55-64 years,0.0,2358.0,118.0,0.0,25.0,143.0
15927,2020.0,1.0,Florida,All Sexes,75-84 years,0.0,4860.0,310.0,0.0,28.0,338.0
15928,2020.0,1.0,Florida,All Sexes,85 years and over,0.0,6185.0,363.0,0.0,26.0,389.0
15964,2020.0,2.0,Florida,All Sexes,Under 1 year,0.0,102.0,1.0,0.0,4.0,1.0
15967,2020.0,2.0,Florida,All Sexes,5-14 years,0.0,28.0,4.0,0.0,5.0,6.0
15968,2020.0,2.0,Florida,All Sexes,15-24 years,0.0,165.0,1.0,0.0,1.0,1.0
15970,2020.0,2.0,Florida,All Sexes,25-34 years,0.0,335.0,3.0,0.0,5.0,14.0
15972,2020.0,2.0,Florida,All Sexes,35-44 years,0.0,490.0,16.0,0.0,1.0,22.0
15974,2020.0,2.0,Florida,All Sexes,45-54 years,0.0,957.0,48.0,0.0,13.0,61.0
15976,2020.0,2.0,Florida,All Sexes,55-64 years,0.0,2177.0,119.0,0.0,23.0,142.0
15978,2020.0,2.0,Florida,All Sexes,75-84 years,0.0,4654.0,331.0,0.0,36.0,367.0
15979,2020.0,2.0,Florida,All Sexes,85 years and over,0.0,5787.0,340.0,0.0,14.0,354.0
16015,2020.0,3.0,Florida,All Sexes,Under 1 year,0.0,111.0,1.0,0.0,0.0,1.0
16018,2020.0,3.0,Florida,All Sexes,5-14 years,0.0,34.0,2.0,0.0,8.0,3.0
16019,2020.0,3.0,Florida,All Sexes,15-24 years,0.0,184.0,1.0,0.0,0.0,8.0
16021,2020.0,3.0,Florida,All Sexes,25-34 years,2.0,421.0,20.0,0.0,2.0,25.0
16023,2020.0,3.0,Florida,All Sexes,35-44 years,8.0,566.0,29.0,8.0,3.0,35.0
16025,2020.0,3.0,Florida,All Sexes,45-54 years,7.0,927.0,68.0,4.0,11.0,80.0
16027,2020.0,3.0,Florida,All Sexes,55-64 years,18.0,2376.0,178.0,12.0,23.0,207.0
16029,2020.0,3.0,Florida,All Sexes,75-84 years,59.0,5054.0,461.0,32.0,18.0,506.0
16030,2020.0,3.0,Florida,All Sexes,85 years and over,49.0,6156.0,430.0,29.0,18.0,468.0
16066,2020.0,4.0,Florida,All Sexes,Under 1 year,0.0,109.0,6.0,0.0,0.0,7.0
16069,2020.0,4.0,Florida,All Sexes,5-14 years,0.0,34.0,0.0,0.0,0.0,0.0
16070,2020.0,4.0,Florida,All Sexes,15-24 years,0.0,189.0,7.0,0.0,0.0,6.0
16072,2020.0,4.0,Florida,All Sexes,25-34 years,10.0,421.0,18.0,5.0,5.0,23.0
16074,2020.0,4.0,Florida,All Sexes,35-44 years,27.0,565.0,34.0,14.0,0.0,47.0
16076,2020.0,4.0,Florida,All Sexes,45-54 years,62.0,1035.0,88.0,37.0,7.0,117.0
16078,2020.0,4.0,Florida,All Sexes,55-64 years,135.0,2333.0,225.0,73.0,1.0,288.0
16080,2020.0,4.0,Florida,All Sexes,75-84 years,392.0,4866.0,564.0,206.0,10.0,757.0
16081,2020.0,4.0,Florida,All Sexes,85 years and over,386.0,5917.0,547.0,183.0,3.0,752.0
16117,2020.0,5.0,Florida,All Sexes,Under 1 year,0.0,110.0,2.0,0.0,0.0,2.0
16120,2020.0,5.0,Florida,All Sexes,5-14 years,0.0,24.0,0.0,0.0,0.0,0.0
16121,2020.0,5.0,Florida,All Sexes,15-24 years,2.0,182.0,8.0,5.0,0.0,8.0
16123,2020.0,5.0,Florida,All Sexes,25-34 years,4.0,468.0,13.0,6.0,0.0,13.0
16125,2020.0,5.0,Florida,All Sexes,35-44 years,20.0,597.0,30.0,11.0,0.0,39.0
16127,2020.0,5.0,Florida,All Sexes,45-54 years,39.0,1012.0,58.0,18.0,2.0,79.0
16129,2020.0,5.0,Florida,All Sexes,55-64 years,91.0,2425.0,176.0,55.0,6.0,215.0
16131,2020.0,5.0,Florida,All Sexes,75-84 years,318.0,4737.0,443.0,167.0,7.0,596.0
16132,2020.0,5.0,Florida,All Sexes,85 years and over,440.0,5914.0,517.0,205.0,8.0,752.0
16168,2020.0,6.0,Florida,All Sexes,Under 1 year,0.0,112.0,0.0,0.0,0.0,0.0
16171,2020.0,6.0,Florida,All Sexes,5-14 years,0.0,31.0,4.0,0.0,0.0,1.0
16172,2020.0,6.0,Florida,All Sexes,15-24 years,3.0,221.0,8.0,5.0,0.0,10.0
16174,2020.0,6.0,Florida,All Sexes,25-34 years,4.0,429.0,14.0,6.0,0.0,16.0
16176,2020.0,6.0,Florida,All Sexes,35-44 years,23.0,616.0,28.0,12.0,0.0,39.0
16178,2020.0,6.0,Florida,All Sexes,45-54 years,53.0,1052.0,70.0,28.0,0.0,95.0
16180,2020.0,6.0,Florida,All Sexes,55-64 years,107.0,2297.0,174.0,59.0,0.0,222.0
16182,2020.0,6.0,Florida,All Sexes,75-84 years,266.0,4535.0,410.0,127.0,0.0,549.0
16183,2020.0,6.0,Florida,All Sexes,85 years and over,413.0,5813.0,474.0,197.0,3.0,691.0
16219,2020.0,7.0,Florida,All Sexes,Under 1 year,0.0,96.0,0.0,0.0,0.0,0.0
16222,2020.0,7.0,Florida,All Sexes,5-14 years,4.0,34.0,5.0,1.0,0.0,2.0
16223,2020.0,7.0,Florida,All Sexes,15-24 years,12.0,194.0,3.0,8.0,0.0,16.0
16225,2020.0,7.0,Florida,All Sexes,25-34 years,34.0,447.0,32.0,18.0,1.0,48.0
16227,2020.0,7.0,Florida,All Sexes,35-44 years,107.0,733.0,72.0,56.0,0.0,123.0
16229,2020.0,7.0,Florida,All Sexes,45-54 years,234.0,1175.0,155.0,114.0,0.0,275.0
16231,2020.0,7.0,Florida,All Sexes,55-64 years,584.0,3047.0,417.0,287.0,0.0,714.0
16233,2020.0,7.0,Florida,All Sexes,75-84 years,1459.0,6145.0,1046.0,772.0,2.0,1736.0
16234,2020.0,7.0,Florida,All Sexes,85 years and over,1512.0,7418.0,1023.0,714.0,7.0,1822.0
16270,2020.0,8.0,Florida,All Sexes,Under 1 year,0.0,94.0,0.0,0.0,0.0,0.0
16273,2020.0,8.0,Florida,All Sexes,5-14 years,8.0,32.0,0.0,0.0,0.0,8.0
16274,2020.0,8.0,Florida,All Sexes,15-24 years,10.0,187.0,6.0,3.0,0.0,11.0
16276,2020.0,8.0,Florida,All Sexes,25-34 years,24.0,434.0,20.0,14.0,0.0,30.0
16278,2020.0,8.0,Florida,All Sexes,35-44 years,67.0,666.0,48.0,34.0,0.0,81.0
16280,2020.0,8.0,Florida,All Sexes,45-54 years,187.0,1168.0,149.0,107.0,1.0,229.0
16282,2020.0,8.0,Florida,All Sexes,55-64 years,586.0,2894.0,500.0,369.0,1.0,717.0
16284,2020.0,8.0,Florida,All Sexes,75-84 years,1390.0,6072.0,1080.0,824.0,2.0,1648.0
16285,2020.0,8.0,Florida,All Sexes,85 years and over,1423.0,7302.0,1060.0,747.0,8.0,1737.0
16321,2020.0,9.0,Florida,All Sexes,Under 1 year,0.0,99.0,5.0,0.0,0.0,7.0
16324,2020.0,9.0,Florida,All Sexes,5-14 years,3.0,23.0,0.0,0.0,0.0,2.0
16325,2020.0,9.0,Florida,All Sexes,15-24 years,7.0,204.0,6.0,6.0,0.0,7.0
16327,2020.0,9.0,Florida,All Sexes,25-34 years,17.0,456.0,24.0,12.0,0.0,29.0
16329,2020.0,9.0,Florida,All Sexes,35-44 years,26.0,586.0,34.0,16.0,8.0,45.0
16331,2020.0,9.0,Florida,All Sexes,45-54 years,89.0,1086.0,110.0,61.0,1.0,139.0
16333,2020.0,9.0,Florida,All Sexes,55-64 years,253.0,2556.0,288.0,161.0,0.0,380.0
16335,2020.0,9.0,Florida,All Sexes,75-84 years,571.0,4884.0,606.0,330.0,8.0,847.0
16336,2020.0,9.0,Florida,All Sexes,85 years and over,583.0,5901.0,583.0,320.0,6.0,847.0
16372,2020.0,10.0,Florida,All Sexes,Under 1 year,0.0,88.0,1.0,0.0,0.0,3.0
16375,2020.0,10.0,Florida,All Sexes,5-14 years,0.0,28.0,5.0,0.0,0.0,4.0
16376,2020.0,10.0,Florida,All Sexes,15-24 years,1.0,211.0,4.0,0.0,0.0,8.0
16378,2020.0,10.0,Florida,All Sexes,25-34 years,1.0,400.0,17.0,4.0,0.0,21.0
16380,2020.0,10.0,Florida,All Sexes,35-44 years,30.0,603.0,37.0,13.0,0.0,54.0
16382,2020.0,10.0,Florida,All Sexes,45-54 years,56.0,1045.0,63.0,29.0,0.0,90.0
16384,2020.0,10.0,Florida,All Sexes,55-64 years,168.0,2457.0,232.0,92.0,7.0,309.0
16386,2020.0,10.0,Florida,All Sexes,75-84 years,442.0,4914.0,551.0,278.0,0.0,715.0
16387,2020.0,10.0,Florida,All Sexes,85 years and over,383.0,5905.0,513.0,219.0,2.0,677.0
16423,2020.0,11.0,Florida,All Sexes,Under 1 year,0.0,98.0,0.0,0.0,0.0,0.0
16426,2020.0,11.0,Florida,All Sexes,5-14 years,0.0,39.0,1.0,0.0,0.0,1.0
16427,2020.0,11.0,Florida,All Sexes,15-24 years,8.0,186.0,1.0,0.0,0.0,5.0
16429,2020.0,11.0,Florida,All Sexes,25-34 years,11.0,420.0,19.0,1.0,0.0,22.0
16431,2020.0,11.0,Florida,All Sexes,35-44 years,18.0,597.0,30.0,11.0,0.0,37.0
16433,2020.0,11.0,Florida,All Sexes,45-54 years,57.0,1048.0,69.0,30.0,0.0,96.0
16435,2020.0,11.0,Florida,All Sexes,55-64 years,193.0,2361.0,252.0,124.0,0.0,321.0
16437,2020.0,11.0,Florida,All Sexes,75-84 years,604.0,4960.0,694.0,410.0,4.0,891.0
16438,2020.0,11.0,Florida,All Sexes,85 years and over,483.0,5769.0,601.0,323.0,4.0,765.0
16474,2020.0,12.0,Florida,All Sexes,Under 1 year,0.0,86.0,0.0,0.0,0.0,0.0
16477,2020.0,12.0,Florida,All Sexes,5-14 years,0.0,17.0,0.0,0.0,0.0,0.0
16478,2020.0,12.0,Florida,All Sexes,15-24 years,2.0,156.0,1.0,8.0,0.0,2.0
16480,2020.0,12.0,Florida,All Sexes,25-34 years,16.0,442.0,16.0,7.0,0.0,23.0
16482,2020.0,12.0,Florida,All Sexes,35-44 years,39.0,637.0,39.0,22.0,0.0,56.0
16484,2020.0,12.0,Florida,All Sexes,45-54 years,124.0,1132.0,142.0,84.0,4.0,183.0
16486,2020.0,12.0,Florida,All Sexes,55-64 years,340.0,2850.0,347.0,220.0,3.0,467.0
16488,2020.0,12.0,Florida,All Sexes,75-84 years,979.0,5952.0,969.0,664.0,1.0,1289.0
16489,2020.0,12.0,Florida,All Sexes,85 years and over,962.0,7075.0,997.0,617.0,5.0,1347.0
16525,2021.0,1.0,Florida,All Sexes,Under 1 year,0.0,98.0,0.0,0.0,0.0,0.0
16528,2021.0,1.0,Florida,All Sexes,5-14 years,3.0,24.0,0.0,0.0,0.0,6.0
16529,2021.0,1.0,Florida,All Sexes,15-24 years,5.0,176.0,2.0,5.0,0.0,5.0
16531,2021.0,1.0,Florida,All Sexes,25-34 years,24.0,477.0,18.0,12.0,0.0,30.0
16533,2021.0,1.0,Florida,All Sexes,35-44 years,62.0,652.0,56.0,39.0,0.0,79.0
16535,2021.0,1.0,Florida,All Sexes,45-54 years,153.0,1132.0,136.0,98.0,7.0,192.0
16537,2021.0,1.0,Florida,All Sexes,55-64 years,489.0,2889.0,465.0,341.0,7.0,616.0
16539,2021.0,1.0,Florida,All Sexes,75-84 years,1615.0,6733.0,1484.0,1109.0,2.0,1992.0
16540,2021.0,1.0,Florida,All Sexes,85 years and over,1453.0,7682.0,1291.0,932.0,2.0,1813.0
16576,2021.0,2.0,Florida,All Sexes,Under 1 year,0.0,75.0,3.0,0.0,0.0,4.0
16579,2021.0,2.0,Florida,All Sexes,5-14 years,0.0,29.0,0.0,0.0,0.0,0.0
16580,2021.0,2.0,Florida,All Sexes,15-24 years,4.0,188.0,1.0,4.0,0.0,7.0
16582,2021.0,2.0,Florida,All Sexes,25-34 years,16.0,393.0,15.0,11.0,0.0,20.0
16584,2021.0,2.0,Florida,All Sexes,35-44 years,37.0,583.0,40.0,21.0,0.0,56.0
16586,2021.0,2.0,Florida,All Sexes,45-54 years,134.0,1017.0,131.0,94.0,2.0,172.0
16588,2021.0,2.0,Florida,All Sexes,55-64 years,359.0,2488.0,348.0,244.0,3.0,463.0
16590,2021.0,2.0,Florida,All Sexes,75-84 years,1003.0,5391.0,985.0,684.0,8.0,1306.0
16591,2021.0,2.0,Florida,All Sexes,85 years and over,897.0,6328.0,872.0,568.0,2.0,1203.0
16627,2021.0,3.0,Florida,All Sexes,Under 1 year,0.0,34.0,4.0,0.0,0.0,6.0
16630,2021.0,3.0,Florida,All Sexes,5-14 years,0.0,11.0,0.0,0.0,0.0,0.0
16631,2021.0,3.0,Florida,All Sexes,15-24 years,8.0,74.0,3.0,7.0,0.0,8.0
16633,2021.0,3.0,Florida,All Sexes,25-34 years,3.0,232.0,1.0,4.0,0.0,8.0
16635,2021.0,3.0,Florida,All Sexes,35-44 years,17.0,303.0,17.0,15.0,0.0,19.0
16637,2021.0,3.0,Florida,All Sexes,45-54 years,52.0,557.0,56.0,34.0,6.0,75.0
16639,2021.0,3.0,Florida,All Sexes,55-64 years,152.0,1325.0,145.0,98.0,0.0,199.0
16641,2021.0,3.0,Florida,All Sexes,75-84 years,337.0,3024.0,439.0,259.0,4.0,518.0
16642,2021.0,3.0,Florida,All Sexes,85 years and over,251.0,3519.0,308.0,159.0,0.0,400.0
16678,2020.0,1.0,Georgia,All Sexes,Under 1 year,0.0,64.0,4.0,0.0,0.0,8.0
16681,2020.0,1.0,Georgia,All Sexes,5-14 years,0.0,19.0,8.0,0.0,0.0,8.0
16682,2020.0,1.0,Georgia,All Sexes,15-24 years,0.0,90.0,7.0,0.0,7.0,7.0
16684,2020.0,1.0,Georgia,All Sexes,25-34 years,0.0,161.0,6.0,0.0,1.0,11.0
16686,2020.0,1.0,Georgia,All Sexes,35-44 years,0.0,250.0,6.0,0.0,10.0,19.0
16688,2020.0,1.0,Georgia,All Sexes,45-54 years,0.0,546.0,26.0,0.0,1.0,34.0
16690,2020.0,1.0,Georgia,All Sexes,55-64 years,0.0,1215.0,60.0,0.0,19.0,79.0
16692,2020.0,1.0,Georgia,All Sexes,75-84 years,0.0,1983.0,134.0,0.0,13.0,147.0
16693,2020.0,1.0,Georgia,All Sexes,85 years and over,0.0,1925.0,105.0,0.0,4.0,111.0
16729,2020.0,2.0,Georgia,All Sexes,Under 1 year,0.0,71.0,2.0,0.0,0.0,8.0
16732,2020.0,2.0,Georgia,All Sexes,5-14 years,0.0,24.0,1.0,0.0,0.0,3.0
16733,2020.0,2.0,Georgia,All Sexes,15-24 years,0.0,95.0,8.0,0.0,7.0,1.0
16735,2020.0,2.0,Georgia,All Sexes,25-34 years,0.0,155.0,4.0,0.0,8.0,4.0
16737,2020.0,2.0,Georgia,All Sexes,35-44 years,0.0,235.0,2.0,0.0,5.0,10.0
16739,2020.0,2.0,Georgia,All Sexes,45-54 years,0.0,497.0,18.0,0.0,2.0,26.0
16741,2020.0,2.0,Georgia,All Sexes,55-64 years,0.0,1137.0,58.0,0.0,12.0,70.0
16743,2020.0,2.0,Georgia,All Sexes,75-84 years,0.0,1763.0,97.0,0.0,5.0,105.0
16744,2020.0,2.0,Georgia,All Sexes,85 years and over,0.0,1787.0,96.0,0.0,2.0,105.0
16780,2020.0,3.0,Georgia,All Sexes,Under 1 year,0.0,59.0,0.0,0.0,0.0,0.0
16783,2020.0,3.0,Georgia,All Sexes,5-14 years,0.0,16.0,0.0,0.0,3.0,2.0
16784,2020.0,3.0,Georgia,All Sexes,15-24 years,1.0,92.0,7.0,0.0,0.0,3.0
16786,2020.0,3.0,Georgia,All Sexes,25-34 years,2.0,172.0,8.0,3.0,2.0,15.0
16788,2020.0,3.0,Georgia,All Sexes,35-44 years,8.0,291.0,8.0,7.0,5.0,13.0
16790,2020.0,3.0,Georgia,All Sexes,45-54 years,14.0,520.0,29.0,4.0,8.0,43.0
16792,2020.0,3.0,Georgia,All Sexes,55-64 years,34.0,1239.0,81.0,12.0,2.0,106.0
16794,2020.0,3.0,Georgia,All Sexes,75-84 years,59.0,1910.0,161.0,33.0,10.0,197.0
16795,2020.0,3.0,Georgia,All Sexes,85 years and over,36.0,1925.0,135.0,17.0,8.0,157.0
16831,2020.0,4.0,Georgia,All Sexes,Under 1 year,0.0,51.0,4.0,0.0,0.0,7.0
16834,2020.0,4.0,Georgia,All Sexes,5-14 years,0.0,20.0,0.0,0.0,0.0,0.0
16835,2020.0,4.0,Georgia,All Sexes,15-24 years,4.0,92.0,6.0,5.0,0.0,7.0
16837,2020.0,4.0,Georgia,All Sexes,25-34 years,4.0,204.0,8.0,4.0,0.0,11.0
16839,2020.0,4.0,Georgia,All Sexes,35-44 years,15.0,305.0,21.0,8.0,0.0,30.0
16841,2020.0,4.0,Georgia,All Sexes,45-54 years,65.0,573.0,60.0,32.0,0.0,93.0
16843,2020.0,4.0,Georgia,All Sexes,55-64 years,160.0,1297.0,141.0,69.0,3.0,237.0
16845,2020.0,4.0,Georgia,All Sexes,75-84 years,308.0,2164.0,275.0,137.0,1.0,448.0
16846,2020.0,4.0,Georgia,All Sexes,85 years and over,252.0,2173.0,228.0,113.0,2.0,369.0
16882,2020.0,5.0,Georgia,All Sexes,Under 1 year,0.0,58.0,0.0,0.0,0.0,0.0
16885,2020.0,5.0,Georgia,All Sexes,5-14 years,0.0,18.0,7.0,0.0,0.0,3.0
16886,2020.0,5.0,Georgia,All Sexes,15-24 years,0.0,86.0,7.0,0.0,0.0,1.0
16888,2020.0,5.0,Georgia,All Sexes,25-34 years,11.0,222.0,7.0,4.0,0.0,14.0
16890,2020.0,5.0,Georgia,All Sexes,35-44 years,10.0,313.0,19.0,1.0,0.0,25.0
16892,2020.0,5.0,Georgia,All Sexes,45-54 years,39.0,602.0,40.0,18.0,0.0,61.0
16894,2020.0,5.0,Georgia,All Sexes,55-64 years,84.0,1199.0,88.0,35.0,1.0,138.0
16896,2020.0,5.0,Georgia,All Sexes,75-84 years,219.0,2010.0,196.0,107.0,1.0,309.0
16897,2020.0,5.0,Georgia,All Sexes,85 years and over,242.0,2106.0,172.0,95.0,1.0,321.0
16933,2020.0,6.0,Georgia,All Sexes,Under 1 year,0.0,55.0,0.0,0.0,0.0,0.0
16936,2020.0,6.0,Georgia,All Sexes,5-14 years,0.0,33.0,0.0,0.0,0.0,0.0
16937,2020.0,6.0,Georgia,All Sexes,15-24 years,0.0,117.0,1.0,0.0,0.0,3.0
16939,2020.0,6.0,Georgia,All Sexes,25-34 years,1.0,214.0,8.0,4.0,0.0,1.0
